Date,"('Close', 'USDJPY=X')_USD/JPY","('High', 'USDJPY=X')_USD/JPY","('Low', 'USDJPY=X')_USD/JPY","('Open', 'USDJPY=X')_USD/JPY","('Close', 'USDCHF=X')_USD/CHF","('High', 'USDCHF=X')_USD/CHF","('Low', 'USDCHF=X')_USD/CHF","('Open', 'USDCHF=X')_USD/CHF","('Close', 'USDCAD=X')_USD/CAD","('High', 'USDCAD=X')_USD/CAD","('Low', 'USDCAD=X')_USD/CAD","('Open', 'USDCAD=X')_USD/CAD","('Close', 'USDCNY=X')_USD/CNY","('High', 'USDCNY=X')_USD/CNY","('Low', 'USDCNY=X')_USD/CNY","('Open', 'USDCNY=X')_USD/CNY","('Close', 'USDHKD=X')_USD/HKD","('High', 'USDHKD=X')_USD/HKD","('Low', 'USDHKD=X')_USD/HKD","('Open', 'USDHKD=X')_USD/HKD","('Close', 'USDSGD=X')_USD/SGD","('High', 'USDSGD=X')_USD/SGD","('Low', 'USDSGD=X')_USD/SGD","('Open', 'USDSGD=X')_USD/SGD","('Close', 'USDSEK=X')_USD/SEK","('High', 'USDSEK=X')_USD/SEK","('Low', 'USDSEK=X')_USD/SEK","('Open', 'USDSEK=X')_USD/SEK","('Close', 'USDNOK=X')_USD/NOK","('High', 'USDNOK=X')_USD/NOK","('Low', 'USDNOK=X')_USD/NOK","('Open', 'USDNOK=X')_USD/NOK","('Close', 'USDMXN=X')_USD/MXN","('High', 'USDMXN=X')_USD/MXN","('Low', 'USDMXN=X')_USD/MXN","('Open', 'USDMXN=X')_USD/MXN","('Close', 'USDINR=X')_USD/INR","('High', 'USDINR=X')_USD/INR","('Low', 'USDINR=X')_USD/INR","('Open', 'USDINR=X')_USD/INR","('Close', 'USDZAR=X')_USD/ZAR","('High', 'USDZAR=X')_USD/ZAR","('Low', 'USDZAR=X')_USD/ZAR","('Open', 'USDZAR=X')_USD/ZAR","('Close', 'USDKRW=X')_USD/KRW","('High', 'USDKRW=X')_USD/KRW","('Low', 'USDKRW=X')_USD/KRW","('Open', 'USDKRW=X')_USD/KRW","('Close', 'USDTHB=X')_USD/THB","('High', 'USDTHB=X')_USD/THB","('Low', 'USDTHB=X')_USD/THB","('Open', 'USDTHB=X')_USD/THB","('Close', 'USDTRY=X')_USD/TRY","('High', 'USDTRY=X')_USD/TRY","('Low', 'USDTRY=X')_USD/TRY","('Open', 'USDTRY=X')_USD/TRY","('Close', 'USDRUB=X')_USD/RUB","('High', 'USDRUB=X')_USD/RUB","('Low', 'USDRUB=X')_USD/RUB","('Open', 'USDRUB=X')_USD/RUB"
2015-04-06,118.822998046875,119.16300201416016,118.83200073242188,118.85399627685547,0.9521399736404419,0.9534000158309937,0.9498999714851379,0.9523400068283081,1.247499942779541,1.2484099864959717,1.2436399459838867,1.2475999593734741,6.186999797821045,6.186999797821045,6.186999797821045,6.186999797821045,7.751259803771973,7.752659797668457,7.75124979019165,7.751259803771973,1.3483999967575073,1.3534300327301025,1.3478599786758423,1.3484200239181519,8.529419898986816,8.55305004119873,8.475000381469727,8.531700134277344,7.912519931793213,7.980599880218506,7.893400192260742,7.914420127868652,14.895299911499023,14.935199737548828,14.757450103759766,14.808349609375,62.060001373291016,62.220001220703125,61.790000915527344,62.060001373291016,11.753470420837402,11.796879768371582,11.691100120544434,11.757399559020996,1089.1199951171875,1089.1199951171875,1079.0,1089.1199951171875,32.07699966430664,32.457000732421875,31.142000198364258,32.09299850463867,2.566270112991333,2.5715599060058594,2.5562899112701416,2.565920114517212,56.691001892089844,57.064998626708984,55.060001373291016,57.064998626708984
2015-04-07,119.47699737548828,120.44300079345703,119.4489974975586,119.48799896240234,0.9579499959945679,0.9646099805831909,0.9551699757575989,0.9579200148582458,1.2474499940872192,1.2518999576568604,1.2452000379562378,1.247499942779541,6.186999797821045,6.188199996948242,6.18209981918335,6.186999797821045,7.752280235290527,7.752379894256592,7.750999927520752,7.7515997886657715,1.356369972229004,1.3597099781036377,1.3534799814224243,1.356279969215393,8.559100151062012,8.65703010559082,8.542799949645996,8.560999870300293,7.938320159912109,8.079999923706055,7.921329975128174,7.938700199127197,14.917280197143555,14.949549674987793,14.859999656677246,14.893799781799316,62.060001373291016,62.417999267578125,62.060001373291016,62.060001373291016,11.804499626159668,11.883500099182129,11.77239990234375,11.803299903869629,1089.1199951171875,1094.5,1084.75,1087.6600341796875,32.27299880981445,32.582000732421875,32.21099853515625,32.42900085449219,2.570580005645752,2.6031699180603027,2.5669000148773193,2.571079969406128,55.44900131225586,55.738800048828125,54.78499984741211,55.209999084472656
2015-04-08,120.29000091552734,120.30599975585938,119.66000366210938,120.27999877929688,0.9656000137329102,0.9668999910354614,0.9598000049591064,0.9656999707221985,1.2503999471664429,1.253849983215332,1.2403700351715088,1.2503000497817993,6.188199996948242,6.194499969482422,6.188199996948242,6.188199996948242,7.7528300285339355,7.752600193023682,7.749489784240723,7.752600193023682,1.3598699569702148,1.3600200414657593,1.3523399829864502,1.359969973564148,8.674300193786621,8.671270370483398,8.593500137329102,8.670700073242188,8.066100120544434,8.067000389099121,7.977019786834717,8.067000389099121,14.91057014465332,14.954219818115234,14.834799766540527,14.917490005493164,62.308998107910156,62.354000091552734,62.099998474121094,62.308998107910156,11.880200386047363,11.887649536132812,11.77079963684082,11.887649536132812,1092.3199462890625,1095.760009765625,1087.0999755859375,1094.5,32.54399871826172,32.57600021362305,32.42599868774414,32.54800033569336,2.600939989089966,2.600860118865967,2.585659980773926,2.600860118865967,54.91999816894531,54.959999084472656,53.40129852294922,54.959999084472656
2015-04-09,120.09400177001953,120.39600372314453,119.8550033569336,120.08999633789062,0.9661499857902527,0.9764500260353088,0.9660999774932861,0.9661999940872192,1.2541500329971313,1.2608100175857544,1.2507599592208862,1.254140019416809,6.191400051116943,6.194699764251709,6.191400051116943,6.191400051116943,7.750050067901611,7.7505998611450195,7.749470233917236,7.750050067901611,1.3559900522232056,1.3582899570465088,1.352560043334961,1.3560600280761719,8.67549991607666,8.750960350036621,8.659600257873535,8.673500061035156,8.05502986907959,8.109800338745117,8.032079696655273,8.049659729003906,15.075550079345703,15.098050117492676,14.870030403137207,14.9102201461792,62.18199920654297,62.28300094604492,62.09000015258789,62.189998626708984,11.814000129699707,11.929579734802246,11.775010108947754,11.815899848937988,1090.1500244140625,1096.010009765625,1084.7900390625,1093.4000244140625,32.52199935913086,32.59199905395508,32.43600082397461,32.52399826049805,2.59768009185791,2.614370107650757,2.5864999294281006,2.597670078277588,53.64500045776367,53.393001556396484,51.847198486328125,53.29499816894531
2015-04-10,120.55000305175781,120.61599731445312,120.06600189208984,120.55000305175781,0.9769700169563293,0.9835299849510193,0.9750000238418579,0.9769799709320068,1.2577099800109863,1.2663600444793701,1.2571300268173218,1.2580000162124634,6.194699764251709,6.202899932861328,6.194699764251709,6.194699764251709,7.749569892883301,7.750400066375732,7.7494401931762695,7.75,1.35903000831604,1.367550015449524,1.3570499420166016,1.3590099811553955,8.757269859313965,8.829400062561035,8.73490047454834,8.758210182189941,8.086299896240234,8.156200408935547,8.07367992401123,8.084799766540527,15.222040176391602,15.231949806213379,15.067999839782715,15.074819564819336,62.31399917602539,62.40299987792969,62.18000030517578,62.31399917602539,11.939680099487305,12.054499626159668,11.918399810791016,11.939399719238281,1093.7900390625,1096.8599853515625,1090.9000244140625,1096.6300048828125,32.529998779296875,32.56800079345703,32.40800094604492,32.54399871826172,2.618769884109497,2.6406099796295166,2.6118099689483643,2.618299961090088,51.983001708984375,52.497798919677734,50.31880187988281,52.2599983215332
2015-04-13,120.20899963378906,120.83300018310547,119.83200073242188,120.19100189208984,0.9790800213813782,0.9861999750137329,0.9768800139427185,0.9792100191116333,1.2569500207901,1.264359951019287,1.2562999725341797,1.2573000192642212,6.199100017547607,6.204699993133545,6.199100017547607,6.199100017547607,7.749529838562012,7.7500200271606445,7.749100208282471,7.749539852142334,1.3677699565887451,1.3747899532318115,1.3657599687576294,1.3676999807357788,8.813529968261719,8.88366985321045,8.790800094604492,8.816100120544434,8.1074800491333,8.139960289001465,8.071200370788574,8.109199523925781,15.38479995727539,15.399849891662598,15.21327018737793,15.21852970123291,62.26900100708008,62.5629997253418,62.16999816894531,62.26900100708008,11.976490020751953,12.186100006103516,11.97523021697998,11.986499786376953,1091.93994140625,1102.8499755859375,1091.93994140625,1091.93994140625,32.5099983215332,32.61899948120117,32.43299865722656,32.520999908447266,2.626620054244995,2.6587600708007812,2.625269889831543,2.6267800331115723,52.239498138427734,53.709999084472656,51.89179992675781,53.709999084472656
2015-04-14,120.05899810791016,120.06099700927734,119.06800079345703,120.05799865722656,0.9771999716758728,0.9794099926948547,0.9673399925231934,0.9773499965667725,1.2591999769210815,1.2601799964904785,1.2444299459457397,1.2591999769210815,6.204699993133545,6.204699993133545,6.201600074768066,6.204699993133545,7.749670028686523,7.7517900466918945,7.749489784240723,7.750060081481934,1.3717900514602661,1.3719600439071655,1.3573100566864014,1.3719600439071655,8.81521987915039,8.860349655151367,8.72760009765625,8.815759658813477,8.082799911499023,8.1212797164917,7.9145002365112305,8.0826997756958,15.26144027709961,15.390850067138672,15.197999954223633,15.385299682617188,62.39099884033203,62.41999816894531,62.20800018310547,62.39099884033203,12.125699996948242,12.156999588012695,11.9483003616333,12.125229835510254,1099.8900146484375,1101.72998046875,1079.510009765625,1101.72998046875,32.54100036621094,32.54800033569336,32.31999969482422,32.525001525878906,2.6681900024414062,2.686500072479248,2.6614999771118164,2.668179988861084,52.082698822021484,52.4817008972168,51.00699996948242,52.4817008972168
2015-04-15,119.45700073242188,119.73200225830078,119.1449966430664,119.45999908447266,0.9727399945259094,0.976859986782074,0.9693999886512756,0.9727500081062317,1.2483700513839722,1.2565499544143677,1.2364599704742432,1.2482999563217163,6.202099800109863,6.202099800109863,6.19320011138916,6.202099800109863,7.7502899169921875,7.752399921417236,7.7497100830078125,7.7502899169921875,1.3603399991989136,1.3642200231552124,1.358549952507019,1.3601000308990479,8.764699935913086,8.819000244140625,8.737500190734863,8.766400337219238,7.952899932861328,7.976560115814209,7.883999824523926,7.953169822692871,15.269499778747559,15.41528034210205,15.208999633789062,15.261199951171875,62.31399917602539,62.452999114990234,61.5099983215332,62.32099914550781,12.007960319519043,12.202199935913086,11.989999771118164,12.006999969482422,1090.300048828125,1098.3599853515625,1081.4599609375,1091.6300048828125,32.43000030517578,32.494998931884766,32.308998107910156,32.4379997253418,2.6868999004364014,2.729599952697754,2.6839001178741455,2.687030076980591,50.9900016784668,50.95119857788086,50.099998474121094,50.92620086669922
2015-04-16,119.14299774169922,119.45899963378906,118.79000091552734,119.14099884033203,0.9648000001907349,0.9707099795341492,0.9581000208854675,0.9649699926376343,1.2303999662399292,1.2326899766921997,1.220829963684082,1.2304699420928955,6.193699836730957,6.193699836730957,6.183899879455566,6.193699836730957,7.751299858093262,7.752200126647949,7.750179767608643,7.7512898445129395,1.3563400506973267,1.3564200401306152,1.351330041885376,1.3563899993896484,8.71399974822998,8.718009948730469,8.597100257873535,8.714900016784668,7.809820175170898,7.878419876098633,7.7598700523376465,7.805980205535889,15.168999671936035,15.314539909362793,15.115599632263184,15.275050163269043,62.38999938964844,62.393001556396484,62.209999084472656,62.354000091552734,12.05049991607666,12.087200164794922,11.966150283813477,12.058199882507324,1093.6199951171875,1092.530029296875,1080.550048828125,1092.530029296875,32.41899871826172,32.4370002746582,32.27799987792969,32.42100143432617,2.6975600719451904,2.7126100063323975,2.6851000785827637,2.6976099014282227,49.797000885009766,50.286800384521484,49.084999084472656,49.685001373291016
2015-04-17,119.04399871826172,119.23500061035156,118.55999755859375,119.05400085449219,0.9564599990844727,0.9581599831581116,0.9494400024414062,0.9564999938011169,1.220139980316162,1.2244399785995483,1.2092000246047974,1.220139980316162,6.1869001388549805,6.1869001388549805,6.180500030517578,6.1869001388549805,7.751349925994873,7.751999855041504,7.750189781188965,7.751430034637451,1.3510799407958984,1.3509600162506104,1.3411999940872192,1.350890040397644,8.589710235595703,8.656599998474121,8.547200202941895,8.587499618530273,7.750909805297852,7.845320224761963,7.721499919891357,7.746679782867432,15.326740264892578,15.378600120544434,15.114649772644043,15.171030044555664,62.32600021362305,62.505001068115234,62.2599983215332,62.32400131225586,11.945599555969238,12.090200424194336,11.874300003051758,11.94159984588623,1082.5899658203125,1086.6099853515625,1076.5,1084.22998046875,32.36600112915039,32.40399932861328,32.24599838256836,32.354000091552734,2.680619955062866,2.699280023574829,2.676039934158325,2.680619955062866,49.763999938964844,52.58000183105469,49.672698974609375,49.915000915527344
